the_geom,OBJECTID,CNN,ST_NAME1,ST_TYPE1,CNNTEXT,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.501154850883 37.738196764506),2102,23448000,43RD,AVE,23448000,VICENTE,ST,,,,,1022,0,0,0,2,267141,1343,0,0,,,,
POINT (-122.448873670594 37.73069512791),4282,22231000,HEARST,AVE,22231000,FOERSTER,ST,,,,,253,1,0,0,16,462878,1373,0,0,,,,
POINT (-122.50589743701 37.775328539675),5584,27984000,45TH,AVE,27984000,BALBOA,ST,,,,,73623,0,0,0,2,140035,1911,0,0,,,,
POINT (-122.398768662021 37.776573328328),5556,23887000,BRANNAN,ST,23887000,05TH,ST,,,,,3072,0,1,0,4,5495477,1325,5,1.82000005,,,,
POINT (-122.422306060911 37.802596162048),5045,30060000,CHESTNUT,ST,30060000,CULEBRA,TER,,,,,270,0,0,0,7,20097,2290,0,0,,,,
POINT (-122.442494896387 37.765274098617),4791,35004000,MASONIC,AVE,35004000,ROOSEVELT,WAY,,,,,1537,0,0,0,13,163360,2254,0,0,,,,
POINT (-122.413731367762 37.775441927065),3684,24306000,NATOMA,ST,24306000,09TH,ST,,,,,13387,0,0,1,5,1893558,1723,0,0,,,,
POINT (-122.409949408479 37.804172543209),6109,25399000,CHESTNUT,ST,25399000,STOCKTON,ST,,,,,1921,0,0,0,14,332072,4172,0,0,,,,
POINT (-122.426117485258 37.762636306958),5544,25702000,DOLORES,TER,25702000,DOLORES,ST,,,,,2137,0,1,0,15,461487,4132,0,0,,,,
POINT (-122.416821652279 37.709237758105),258,20411000,VELASCO,AVE,20411000,PUEBLO,ST,,,,,1375,0,0,0,4,336375,1070,0,0,,,,
POINT (-122.502621862796 37.743742497835),2572,23478000,44TH,AVE,23478000,SANTIAGO,ST,,,,,1374,0,0,0,12,251562,1545,0,0,,,,
POINT (-122.472647749551 37.721573794665),756,33515000,HOLLOWAY,AVE,33515000,JUNIPERO SER,BLVD,,,,,107,1,0,0,10,494357,713,3,12.14000034,,,,
POINT (-122.429909231826 37.70887214166),253,21371000,CANYON,DR,21371000,SOUTH HILL,BLVD,,,,,675,0,0,0,8,111473,709,0,0,,,,
POINT (-122.482627779358 37.765214764869),5627,27423000,24TH,AVE,27423000,LINCOLN,WAY,,,,,1418,0,0,0,3,402039,1438,0,0,,,,
POINT (-122.480713990269 37.793395051251),6181,51382000,STILWELL,RD,51382000,LINCOLN,BLVD,,,,,52,0,0,0,6,155262,477,0,0,,,,
POINT (-122.488949680068 37.748082945365),2779,23397000,31ST,AVE,23397000,QUINTARA,ST,,,,,188,0,0,0,3,199631,1303,0,0,,,,
POINT (-122.403084101321 37.718469588173),7260,20581000,GOETTINGEN,ST,20581000,WARD,ST,,,,,348,0,0,0,12,69409,1183,0,0,,,,
POINT (-122.448191904382 37.804084523279),7776,30823000,LYON,ST,30823000,JEFFERSON,ST,,,,,316,0,0,0,51,384823,2146,0,0,,,,
POINT (-122.477687099569 37.792997907169),6324,51793000,MURRAY,LN,51793000,PERSHING,DR,,,,,445,0,0,0,16,138364,355,0,0,,,,
POINT (-122.459499339292 37.774171874768),3919,27210000,02ND,AVE,27210000,FULTON,ST,,,,,707,0,0,0,36,421757,2298,0,0,,,,
POINT (-122.402779984219 37.792856168811),4416,24729000,CALIFORNIA,ST,24729000,MONTGOMERY,ST,,,,,24121,0,0,1,6,22001007,1711,1,0.09,,,,
POINT (-122.42362615613 37.759169170167),7619,25675000,GUERRERO,ST,25675000,CUMBERLAND,ST,,,,,1908,0,0,0,5,467600,3711,0,0,,,,
POINT (-122.464585794819 37.726136724828),897,22743000,OCEAN,AVE,22743000,LAKEWOOD,AVE,,,,,494,0,0,0,8,555730,945,0,0,,,,
POINT (-122.448618402777 37.718400542445),638,22176000,SAN JOSE,AVE,22176000,MOUNT VERNON,AVE,,,,,291,0,0,0,6,47528,1144,1,42.08000183,,,,
POINT (-122.427904822793 37.756499016085),4715,25663000,CHURCH,ST,25663000,21ST,ST,,,,,946,0,0,1,32,87815,2435,0,0,,,,
POINT (-122.484378394292 37.759506139854),4077,27425000,KIRKHAM,ST,27425000,26TH,AVE,,,,,1347,0,1,0,3,360354,866,0,0,,,,
POINT (-122.444371241066 37.751743029803),2920,32983000,BURNETT,AVE,32983000,GOLDING,LN,,,,,313,0,0,0,38,19891,1000,0,0,,,,
POINT (-122.443387204891 37.74590342988),2834,22320000,RED ROCK,WAY,22320000,AMBER,DR,DUNCAN,ST,,,610,0,0,0,5,151966,1343,0,0,,,,
POINT (-122.416304919879 37.793897029785),5940,25263000,WASHINGTON,ST,25263000,LEAVENWORTH,ST,,,,,3266,0,0,1,28,494939,6415,2,8.079999920000001,,,,
POINT (-122.458075139705 37.785829220569),3972,27563000,PALM,AVE,27563000,CALIFORNIA,ST,,,,,485,0,1,0,11,442043,2343,0,0,,,,
POINT (-122.414539302063 37.771409594953),5961,24239000,NORFOLK,ST,24239000,FOLSOM,ST,,,,,4853,0,0,1,3,1568057,614,0,0,,,,
POINT (-122.473345942474 37.788452114675),5839,51376000,BELLES,ST,51376000,HAYS,ST,,,,,107,0,0,0,14,137900,288,0,0,,,,
POINT (-122.417434737497 37.743227664873),5195,21279000,ELSIE,ST,21279000,ESMERALDA,AVE,,,,,258,0,0,0,14,32166,2028,0,0,,,,
POINT (-122.45079368323 37.738219042359),2315,22370000,MYRA,WAY,22370000,AVOCA,ALY,,,,,425,0,0,0,6,66198,930,0,0,,,,
POINT (-122.477113098525 37.778510163538),6043,27495000,18TH,AVE,27495000,ANZA,ST,,,,,740,0,0,0,6,414289,2070,2,9.65999985,,,,
POINT (-122.418354560835 37.8040749692),5523,25572000,FRANCISCO,ST,25572000,LEAVENWORTH,ST,,,,,2853,0,0,1,3,147674,2333,0,0,,,,
POINT (-122.481022928392 37.792355887187),5125,51383000,BOWLEY,ST,51383000,LINCOLN,BLVD,PERSHING,DR,,,64,0,0,0,5,165145,299,0,0,,,,
POINT (-122.477322456514 37.717634750027),423,23038000,FONT,BLVD,23038000,JUAN BAUTIST,CIR,,,,,529,1,0,0,7,731066,1830,0,0,,,,
POINT (-122.364611693736 37.722035061591),623,50741000,MORRELL,ST,50741000,MANSEAU,ST,,,,,632,0,0,0,14,364450,0,0,0,,,,
POINT (-122.445557994347 37.767328102942),6718,26334000,DELMAR,ST,26334000,FREDERICK,ST,,,,,3797,0,0,0,8,221029,2274,0,0,,,,
POINT (-122.423227089516 37.786407264563),3973,25216000,FRANKLIN,ST,25216000,POST,ST,PETER YORKE,WAY,,,4188,0,1,1,17,8239394,5878,3,0.73000002,,,,
POINT (-122.418543850106 37.805003990073),8000,25536000,BAY,ST,25536000,LEAVENWORTH,ST,,,,,886,0,0,0,13,1823486,1683,0,0,,,,
POINT (-122.398192429548 37.769046323394),7552,23791000,HOOPER,ST,23791000,07TH,ST,,,,,5834,1,0,0,3,581838,373,0,0,,,,
POINT (-122.466843558699 37.786573077159),4062,27601000,08TH,AVE,27601000,LAKE,ST,,,,,479,0,0,1,7,242463,1755,0,0,,,,
POINT (-122.444678576512 37.757859332391),6560,26183000,CORBETT,AVE,26183000,IRON,ALY,,,,,778,0,0,0,15,14269,2294,0,0,,,,
POINT (-122.467321122958 37.725574920946),1063,22748000,URBANO,DR,22748000,BORICA,ST,,,,,486,0,0,0,22,259496,647,0,0,,,,
POINT (-122.389865169271 37.764265161115),7187,23651000,MARIPOSA,ST,23651000,TENNESSEE,ST,,,,,3780,1,0,0,11,617622,259,0,0,,,,
POINT (-122.418125504585 37.794572307463),6187,25276000,JACKSON,ST,25276000,HYDE,ST,,,,,1730,0,0,0,27,1771265,6055,1,1.13,,,,
POINT (-122.415014867724 37.772654418084),6818,24350000,11TH,ST,24350000,KISSLING,ST,,,,,47029,0,0,1,2,1146454,792,0,0,,,,
POINT (-122.440866443575 37.753309133084),5236,26098000,HOFFMAN,AVE,26098000,ALVARADO,ST,,,,,350,0,0,1,12,115993,2394,0,0,,,,
POINT (-122.401006387975 37.741592795895),4961,20802000,NEWCOMB,AVE,20802000,TOLAND,ST,,,,,270,0,0,0,9,369643,68,0,0,,,,
POINT (-122.475823404547 37.803658304989),7777,51348000,LINCOLN,BLVD,51348000,MERCHANT,RD,RALSTON,AVE,,,40,0,0,0,1,190830,23,0,0,,,,
POINT (-122.45768452433 37.801997859707),5043,51278000,MONTGOMERY,ST,51278000,LINCOLN,BLVD,,,,,695,0,0,0,25,257878,8,0,0,,,,
POINT (-122.475003961188 37.799966131276),3608,51357000,KINZEY,ST,51357000,RALSTON,AVE,GREENOUGH,AVE,,,398,0,0,0,24,190772,33,0,0,,,,
POINT (-122.425343730901 37.788541225192),4997,26506000,GOUGH,ST,26506000,AUSTIN,ST,,,,,3169,0,1,0,2,448287,4034,0,0,,,,
POINT (-122.488180191704 37.734079705828),1700,23334000,SPRINGFIELD,DR,23334000,SLOAT,BLVD,,,,,254,0,0,0,4,349768,730,0,0,,,,
POINT (-122.476182413411 37.780480790525),6748,27500000,17TH,AVE,27500000,GEARY,BLVD,,,,,796,0,0,0,6,5486080,2377,3,1.09000003,,,,
POINT (-122.417070997832 37.741677065489),4323,21275000,BOCANA,ST,21275000,POWHATTAN,AVE,,,,,594,0,0,0,4,89531,2009,0,0,,,,
POINT (-122.39665407397 37.728750712693),7688,33162000,KALMANOVITZ,ST,33162000,ARMSTRONG,AVE,SHOUP,AVE,,,1833,0,0,0,5,278790,904,0,0,,,,
POINT (-122.454032462716 37.797603328167),5679,51246000,SUMNER,AVE,51246000,MACARTHUR,AVE,,,,,556,0,0,1,5,83906,20,0,0,,,,
POINT (-122.410378553375 37.741366696158),2394,33296000,NEBRASKA,ST,33296000,POWHATTAN,AVE,,,,,341,0,0,0,7,125975,1304,0,0,,,,
POINT (-122.418763667913 37.789380577471),5842,25205000,LARKIN,ST,25205000,FRANK NORRIS,ST,,,,,3755,0,1,1,7,5277088,8382,0,0,,,,
POINT (-122.477024108906 37.761704313769),5538,27366000,JUDAH,ST,27366000,19TH,AVE,,,,,1837,0,0,0,5,1156219,2390,4,6.92000008,,,,
POINT (-122.44758095963 37.76897438039),4203,26405000,WALLER,ST,26405000,DOWNEY,ST,,,,,5696,0,0,0,14,238748,3125,0,0,,,,
POINT (-122.42455217821 37.745440657843),5204,21896000,28TH,ST,21896000,DOLORES,ST,,,,,656,0,0,0,28,409968,2549,0,0,,,,
POINT (-122.403574219649 37.747766864557),2680,33751000,BAY SHORE BL,RAMP,33751000,JERROLD,AVE,HWY 101 N ON,RAMP,BAY SHORE,BLVD,36,0,0,0,1,774947,1637,0,0,,,,
POINT (-122.439181360306 37.721838816533),976,33427000,ROSELLA,CT,33427000,ONONDAGA,AVE,,,,,424,0,0,0,25,345118,1061,0,0,,,,
POINT (-122.441346079053 37.792515590299),4432,26858000,DIVISADERO,ST,26858000,PACIFIC,AVE,,,,,2002,0,0,0,2,139213,1761,0,0,,,,
POINT (-122.459217429553 37.721842428407),766,22590000,HOLLOWAY,AVE,22590000,CAPITOL,AVE,,,,,315,1,0,0,12,563277,1404,0,0,,,,
POINT (-122.419771739586 37.770677539163),5142,52257000,MISSION,ST,52257000,HWY 101 NORT,RAMP,,,,,68673,0,0,0,20,1956586,1467,0,0,,,,
POINT (-122.473186748622 37.7337272811),1650,23142000,LAGUNITAS,DR,23142000,CRANLEIGH,DR,,,,,1012,0,0,0,12,308605,513,0,0,,,,
POINT (-122.460063753239 37.748700068074),2998,22888000,MAGELLAN,AVE,22888000,PLAZA,ST,,,,,544,0,0,0,6,56649,551,1,35.299999239999998,,,,
POINT (-122.487547750398 37.737632760354),7959,23255000,30TH,AVE,23255000,ESCOLTA,WAY,,,,,536,0,0,0,5,266100,790,0,0,,,,
POINT (-122.395059270401 37.741941523107),2179,33115000,RANKIN,ST,33115000,JERROLD,AVE,,,,,690,0,0,0,6,348202,1,0,0,,,,
POINT (-122.409862372959 37.735903493539),1714,52005000,BRADFORD,ST,52005000,UNNAMED 017,0,,,,,96,0,0,0,9,395494,388,0,0,,,,
POINT (-122.421572932073 37.787092196386),3560,30080000,VAN NESS,AVE,30080000,HEMLOCK,ST,,,,,617,0,0,0,34,2414742,5910,1,0.82999998,,,,
POINT (-122.424858237291 37.748637529712),2809,21902000,DOLORES,ST,21902000,26TH,ST,,,,,385,0,0,0,18,246223,2874,0,0,,,,
POINT (-122.398716577914 37.765018886995),8047,23745000,17TH,ST,23745000,ARKANSAS,ST,,,,,6694,0,0,0,3,396814,545,0,0,,,,
POINT (-122.465258116304 37.764088718011),6026,27150000,08TH,AVE,27150000,IRVING,ST,,,,,1181,1,1,0,5,3067691,2408,1,0.64999998,,,,
POINT (-122.427205808231 37.718948126723),650,21626000,PERSIA,AVE,21626000,PRAGUE,ST,,,,,1374,0,0,0,3,189340,1024,1,10.56000042,,,,
POINT (-122.417018324825 37.79563066046),7039,25273000,PACIFIC,AVE,25273000,BURGOYNE,ST,,,,,2351,0,0,0,37,493484,6495,0,0,,,,
POINT (-122.410698268003 37.807897080093),6460,25477000,BEACH,ST,25477000,STOCKTON,ST,,,,,1142,0,0,1,17,5485839,1592,0,0,,,,
POINT (-122.42822304299 37.70902767363),257,21364000,ROBINSON,DR,21364000,LAPHAM,WAY,,,,,596,0,0,0,7,133255,661,0,0,,,,
POINT (-122.430811098691 37.782574832522),4454,26585000,ELLIS,ST,26585000,WEBSTER,ST,,,,,2806,0,0,0,11,568416,3624,0,0,,,,
POINT (-122.505572984256 37.739864179089),2403,23501000,47TH,AVE,23501000,ULLOA,ST,,,,,1770,0,0,0,14,280261,1106,0,0,,,,
POINT (-122.461390615198 37.801199231945),3856,51301000,LINCOLN,BLVD,51301000,SHERIDAN,AVE,,,,,1291,0,0,0,4,192861,20,0,0,,,,
POINT (-122.410623943324 37.775433297547),3952,24273000,CLEMENTINA,ST,24273000,08TH,ST,,,,,14078,0,0,0,2,1632456,1409,0,0,,,,
POINT (-122.415449940758 37.724538701531),1004,20938000,BACON,ST,20938000,AMHERST,ST,,,,,666,0,0,0,10,216709,742,0,0,,,,
POINT (-122.385014744329 37.733075765097),1515,20196000,LA SALLE,AVE,20196000,NEWCOMB,AVE,,,,,332,0,0,0,11,180641,1249,0,0,,,,
POINT (-122.44930924198 37.762524245279),6357,26276000,COLE,ST,26276000,RIVOLI,ST,,,,,1681,1,0,0,11,387998,2962,0,0,,,,
POINT (-122.473338134799 37.730663358944),1465,33501000,ELMHURST,DR,33501000,ROSSMOOR,DR,,,,,156,0,0,0,15,283459,1039,0,0,,,,
POINT (-122.423806183028 37.797621527753),7109,26551000,GREEN,ST,26551000,VAN NESS,AVE,,,,,4388,0,1,0,14,1880039,4866,2,2.13000011,,,,
POINT (-122.443332730887 37.711914079024),93,21508000,FLORENTINE,AVE,21508000,MORSE,ST,,,,,508,0,0,0,29,193922,1618,0,0,,,,
POINT (-122.41558553679 37.79868507418),7153,25271000,JONES,ST,25271000,GREEN,ST,,,,,2824,0,0,0,36,156466,5482,0,0,,,,
POINT (-122.41008628849 37.794695000563),6186,25047000,CODMAN,PL,25047000,WASHINGTON,ST,,,,,9046,0,0,1,11,1977900,7157,0,0,,,,
POINT (-122.446623685116 37.78630724169),3992,26844000,PINE,ST,26844000,PRESIDIO,AVE,MASONIC,AVE,,,3066,0,1,0,2,3143905,2771,1,0.63999999,,,,
POINT (-122.433892306243 37.734512755824),1658,21942000,CHENERY,ST,21942000,DIAMOND,ST,,,,,1129,0,0,0,5,951881,1308,1,2.0999999,,,,
POINT (-122.406957844691 37.7974739203),4698,25031000,GRANT,AVE,25031000,JACK KEROUAC,ALY,,,,,11003,0,1,0,9,3217110,7121,0,0,,,,
POINT (-122.479179359788 37.746642864529),2686,23209000,22ND,AVE,23209000,RIVERA,ST,,,,,520,0,0,0,5,236674,1147,0,0,,,,
POINT (-122.410401770259 37.744329799883),2516,21109000,RIPLEY,ST,21109000,ALABAMA,ST,,,,,568,0,0,0,13,79597,1394,0,0,,,,
POINT (-122.411020949877 37.727031265054),7448,20913000,BOWDOIN,ST,20913000,BURROWS,ST,,,,,724,0,0,0,25,203664,901,0,0,,,,
POINT (-122.490377408724 37.737934494827),2350,23350000,WAWONA,ST,23350000,33RD,AVE,,,,,300,0,0,0,11,300812,945,0,0,,,,
POINT (-122.472335572097 37.721628704116),767,23016000,JUNIPERO SER,BLVD,23016000,HOLLOWAY,AVE,,,,,1038,1,1,1,17,1767882,828,0,0,,,,
POINT (-122.405186753061 37.804768160497),7773,24875000,CHESTNUT,ST,24875000,MONTGOMERY,ST,,,,,17240,0,0,1,11,410695,2103,0,0,,,,
POINT (-122.456289617368 37.757387834172),6544,33734000,BEHR,AVE,33734000,JOHNSTONE,DR,,,,,256,1,0,0,20,91502,782,0,0,,,,
POINT (-122.499209558324 37.734316551119),7939,23431000,41ST,AVE,23431000,SLOAT,BLVD,,,,,2411,0,0,0,3,343474,678,0,0,,,,
POINT (-122.404540499057 37.744302858837),2436,20825000,COSTA,ST,20825000,BAY SHORE,BLVD,,,,,274,0,0,0,9,103546,468,0,0,,,,
POINT (-122.428916257774 37.728226651562),1143,21682000,PERU,AVE,21682000,LISBON,ST,,,,,614,0,0,0,3,117316,1391,0,0,,,,
POINT (-122.392362809827 37.762834425187),5315,52247000,18TH,ST,52247000,I-280 N ON,RAMP,,,,,5179,0,0,0,12,160262,393,0,0,,,,
POINT (-122.372441307409 37.72822971009),941,54020000,KIRKWOOD,AVE,54020000,ALBATROSS,CT,,,,,131,0,0,0,0,279702,3195,0,0,,,,
POINT (-122.481740489306 37.737176862993),2161,32889000,25TH,AVE,32889000,WAWONA,ST,,,,,1194,0,0,1,4,20441,1154,0,0,,,,
POINT (-122.436255021774 37.762142567237),5317,25820000,COLLINGWOOD,ST,25820000,MARKET,ST,,,,,1321,0,0,0,10,164509,2590,0,0,,,,
POINT (-122.439534044564 37.740361877867),2638,22284000,BERKELEY,WAY,22284000,CRAGS,CT,,,,,520,0,0,0,11,113368,789,0,0,,,,
POINT (-122.420895854241 37.799907382406),3221,25561000,FILBERT,ST,25561000,LARKIN,ST,,,,,3124,0,0,0,6,189305,4961,0,0,,,,
POINT (-122.422515405513 37.774555875445),3455,25905000,LILY,ST,25905000,GOUGH,ST,,,,,993,0,0,0,23,2645380,3666,0,0,,,,
POINT (-122.399179316858 37.716936029165),584,33172000,03RD,ST,33172000,OLNEY,AVE,,,,,481,0,0,0,34,135394,715,0,0,,,,
POINT (-122.409033059146 37.722234661739),971,20865000,DWIGHT,ST,20865000,BOWDOIN,ST,,,,,281,0,0,0,5,53397,766,1,37.459999080000003,,,,
POINT (-122.442874245945 37.71734192813),379,54034000,ALEMANY,BLVD,54034000,CHANCERY,LN,,,,,1017,0,0,0,0,653004,4125,0,0,,,,
POINT (-122.430856864873 37.731822063323),1402,21708000,ROTTECK,ST,21708000,STILL,ST,,,,,573,0,0,0,17,135415,1189,0,0,,,,
POINT (-122.418855868897 37.789834879872),5871,25206000,PINE,ST,25206000,LARKIN,ST,,,,,4412,0,0,1,15,8195263,8070,2,0.49000001,,,,
POINT (-122.420711988709 37.774012749877),3414,30750000,FRANKLIN,ST,30750000,MARKET,ST,,,,,545,0,0,0,40,7978361,1975,1,0.25,,,,
POINT (-122.469954762505 37.736191732991),2090,33004000,15TH,AVE,33004000,PORTOLA,DR,,,,,322,0,0,0,2,950712,713,0,0,,,,
POINT (-122.399841348826 37.716655090385),571,20555000,WILDE,AVE,20555000,SAN BRUNO,AVE,,,,,1108,0,0,0,12,224934,918,0,0,,,,
POINT (-122.42039990913 37.742683656395),2619,21319000,COLERIDGE,ST,21319000,VIRGINIA,AVE,,,,,580,0,0,0,13,224621,2335,0,0,,,,
POINT (-122.466270501279 37.730333959567),1427,22769000,UPLAND,DR,22769000,APTOS,AVE,,,,,1035,0,0,0,8,218542,739,0,0,,,,
POINT (-122.405875868669 37.796127121163),6610,24789000,COOPER,ALY,24789000,JACKSON,ST,,,,,14797,0,0,1,12,2611627,6293,0,0,,,,
POINT (-122.416781308636 37.779589382712),6044,24435000,LARKIN,ST,24435000,FULTON,ST,,,,,10063,0,1,1,2,9902885,3199,0,0,,,,
POINT (-122.415333784846 37.776722648533),5499,24416000,JESSIE,ST,24416000,09TH,ST,,,,,74186,0,0,1,3,2289029,1654,2,1.75,,,,
POINT (-122.468743448454 37.723630477553),1002,22733000,URBANO,DR,22733000,ALVISO,ST,,,,,801,0,0,0,13,316213,723,0,0,,,,
POINT (-122.431269616353 37.745036947012),2444,22006000,28TH,ST,22006000,NOE,ST,,,,,340,0,0,0,9,110763,2158,0,0,,,,
POINT (-122.418737721317 37.734988190654),4939,21204000,CRESCENT,AVE,21204000,ROSCOE,ST,,,,,1682,0,0,0,10,128890,1472,0,0,,,,
POINT (-122.478724565242 37.79863014753),7363,51369000,LINCOLN,BLVD,51369000,KOBBE,AVE,,,,,35,0,0,0,1,131287,64,0,0,,,,
POINT (-122.405457004501 37.774840047259),4051,50078000,07TH,ST,50078000,I-80 E OFF,RAMP,,,,,1514,0,1,0,4,1319293,781,0,0,,,,
POINT (-122.436004157253 37.72672415878),906,21772000,SANTA ROSA,AVE,21772000,ALEMANY,BLVD,,,,,1354,0,1,0,11,713154,1357,1,2.79999995,,,,
POINT (-122.422991364873 37.776888471185),5595,25918000,GOUGH,ST,25918000,HAYES,ST,,,,,1391,0,0,0,8,7075428,2820,0,0,,,,
POINT (-122.444209073258 37.761951711587),5311,26190000,MARS,ST,26190000,17TH,ST,,,,,1172,0,0,0,14,138901,2390,0,0,,,,
POINT (-122.397994182451 37.718182667079),384,20465000,BAY SHORE,BLVD,20465000,03RD,ST,MEADE,AVE,HWY 101 N OF,RAMP,312,0,0,0,17,123006,707,0,0,,,,
POINT (-122.410944300976 37.769416135446),4187,24216000,BRYANT,ST,24216000,DIVISION,ST,11TH,ST,13TH,ST,10180,0,1,1,2,1247532,265,1,1.60000002,,,,
POINT (-122.474960140288 37.723090667864),712,23027000,WYTON,LN,23027000,19TH,AVE,,,,,614,1,0,0,4,545320,696,0,0,,,,
POINT (-122.415385137404 37.789324794755),5834,25165000,LEAVENWORTH,ST,25165000,BUSH,ST,,,,,1919,0,1,1,15,22505368,12487,1,0.09,,,,
POINT (-122.445868130387 37.721633536736),972,22104000,SENECA,AVE,22104000,SAN JOSE,AVE,,,,,404,1,0,0,7,447542,631,0,0,,,,
POINT (-122.436575135854 37.764943678354),4110,33566000,BEAVER,ST,33566000,DE FOREST,WAY,,,,,1631,0,0,0,10,121217,2514,0,0,,,,
POINT (-122.451877530888 37.736720936772),1906,22369000,BELLA VISTA,WAY,22369000,MOLIMO,DR,,,,,425,0,0,0,14,128081,941,0,0,,,,
POINT (-122.41556761226 37.734829798873),1664,21181000,ANDERSON,ST,21181000,CRESCENT,AVE,,,,,1380,0,0,0,11,174346,1589,0,0,,,,
POINT (-122.449339093804 37.773529793084),3411,26421000,CLAYTON,ST,26421000,HAYES,ST,,,,,2613,1,1,0,10,704255,2727,0,0,,,,
POINT (-122.437858914374 37.792058979281),6049,26673000,PIERCE,ST,26673000,JACKSON,ST,,,,,3143,0,0,0,6,146850,2350,1,13.619999890000001,,,,
POINT (-122.390572875153 37.709217705154),240,51916000,EARL,ST,51916000,RICHTER,AVE,,,,,329,0,0,0,6,51541,10,0,0,,,,
POINT (-122.418795073973 37.806246195477),6426,25576000,LEAVENWORTH,ST,25576000,COLUMBUS,AVE,,,,,2501,0,0,0,3,915221,1161,0,0,,,,
POINT (-122.435212506973 37.787279995081),3708,26630000,STEINER,ST,26630000,WILMOT,ST,,,,,3582,0,1,0,2,436685,2862,0,0,,,,
POINT (-122.430291033293 37.733318065393),1782,21859000,BOSWORTH,ST,21859000,ROUSSEAU,ST,,,,,353,0,0,0,12,167470,1324,0,0,,,,
POINT (-122.437475248455 37.732382345103),1531,21966000,ACADIA,ST,21966000,JOOST,AVE,,,,,771,0,0,1,9,135051,1192,0,0,,,,
POINT (-122.459871644659 37.743811371552),2530,22872000,EDGEHILL,WAY,22872000,GARCIA,AVE,,,,,527,0,0,0,6,78716,800,0,0,,,,
POINT (-122.453120412624 37.723248973765),700,22217000,HAROLD,AVE,22217000,OCEAN,AVE,,,,,410,1,0,0,19,2177793,849,1,0.92000002,,,,
POINT (-122.41970232708 37.75699292181),4884,24147000,SAN CARLOS,ST,24147000,21ST,ST,,,,,8294,0,0,0,2,1774788,3377,0,0,,,,
POINT (-122.444756502675 37.712627154974),204,21505000,FOOTE,AVE,21505000,MISSION,ST,,,,,565,0,1,0,19,1193017,1609,1,1.67999995,,,,
POINT (-122.396182752396 37.734935787786),1644,28195000,TAMPA,LN,28195000,BRIDGEVIEW,DR,,,,,9786,0,0,0,1,17576,308,0,0,,,,
POINT (-122.438174127735 37.726876642508),926,21803000,CAPISTRANO,AVE,21803000,SANTA YSABEL,AVE,,,,,711,0,0,0,24,381317,1207,0,0,,,,
POINT (-122.438529985935 37.770131189283),5128,26032000,BRODERICK,ST,26032000,WALLER,ST,,,,,1018,0,1,1,16,91446,3654,0,0,,,,
POINT (-122.399935162284 37.757524602068),5694,23737000,SOUTHERN HEI,AVE,23737000,CAROLINA,ST,,,,,4640,0,0,0,2,126071,1805,0,0,,,,
POINT (-122.438939974089 37.780593429867),5914,26076000,DIVISADERO,ST,26076000,EDDY,ST,,,,,809,0,0,0,7,731392,3371,3,8.19999981,,,,
POINT (-122.45497396729 37.771136651508),7134,32857000,GGP ACCESS R,0,32857000,JOHN F KENNE,DR,,,,,434,0,0,1,31,406679,1336,0,0,,,,
POINT (-122.429129455117 37.745964982211),2913,21918000,SANCHEZ,ST,21918000,DUNCAN,ST,,,,,1189,0,0,0,6,98871,2550,0,0,,,,
POINT (-122.475723359993 37.790067151103),7514,51379000,BATTERY CAUL,RD,51379000,UNNAMED 151,0,,,,,76,0,0,0,18,94128,282,0,0,,,,
POINT (-122.446356691835 37.760415639364),3887,26194000,DEMING,ST,26194000,CLAYTON,ST,,,,,1597,0,0,0,7,149907,1778,0,0,,,,
POINT (-122.478569245537 37.718543495494),444,23051000,JUAN BAUTIST,CIR,23051000,FONT,BLVD,,,,,1025,1,0,0,6,745646,1934,0,0,,,,
POINT (-122.423041677771 37.753574122894),3214,25607000,23RD,ST,25607000,GUERRERO,ST,,,,,2752,0,0,1,4,1360253,3199,1,1.47000003,,,,
POINT (-122.467655848323 37.752761147935),5234,27113000,ORTEGA,ST,27113000,11TH,AVE,,,,,1085,0,0,0,4,82505,1092,0,0,,,,
POINT (-122.443586641118 37.79511289023),7036,26878000,GREEN,ST,26878000,BRODERICK,ST,,,,,1921,0,0,1,3,119069,1494,0,0,,,,
POINT (-122.418927344412 37.742089484331),2230,21310000,WINFIELD,ST,21310000,VIRGINIA,AVE,,,,,807,0,0,0,4,58098,2161,0,0,,,,
POINT (-122.45400908439 37.728808153273),1230,22246000,GREENWOOD,AVE,22246000,HAZELWOOD,AVE,,,,,293,1,0,0,32,499967,783,0,0,,,,
POINT (-122.419234953323 37.791708961183),7757,25296000,LARKIN,ST,25296000,SACRAMENTO,ST,,,,,3605,0,1,1,11,2604213,7254,1,0.76999998,,,,
POINT (-122.405486286111 37.798021904109),5450,24795000,KEARNY,ST,24795000,BROADWAY,0,,,,,12438,0,1,1,10,2591129,5896,1,0.76999998,,,,
POINT (-122.478364152169 37.732593413833),1487,23165000,MELBA,AVE,23165000,OCEAN,AVE,,,,,966,0,0,0,7,307020,480,0,0,,,,
